year,month,day,color,discharge,T,precip
1963,6,3,38,15400,88,0.01
1963,6,4,38,15800,90,0
1963,6,5,38,16100,84,0.42
1963,6,6,35,16400,86,0
1963,6,7,38,17200,80,0.14
1963,6,8,45,17900,85,0.15
1963,6,9,52,17800,73,0.27
1963,6,10,52,18900,60,0.37
1963,6,11,50,19000,59,0
1963,6,12,55,19800,68,0.04
1963,6,13,55,20800,80,0
1963,6,14,52,22000,71,0
1963,6,15,55,22100,77,0
1963,6,16,52,21500,76,0
1963,6,17,50,20300,81,0
1963,6,18,50,19300,84,0.02
1963,6,19,54,17400,80,0
1963,6,20,50,15400,70,0
1963,6,21,52,14000,75,0
1963,6,22,47,12500,80,0
1963,6,23,50,11200,86,0
1963,6,24,50,10500,91,0
1963,6,25,50,9570,94,0.14
1963,6,26,53,8880,84,0
1963,6,27,55,8160,86,0.04
1963,6,28,53,7440,87,0.05
1963,6,29,52,7440,95,0.18
1963,6,30,50,6850,99,0
1963,7,1,46,6780,85,0.01
1963,7,2,42,6440,78,0
1963,7,3,45,5500,74,0
1963,7,4,45,4810,82,0
1963,7,5,45,5310,81,0
1963,7,6,45,5100,87,0
1963,7,7,45,4830,83,0
1963,7,8,45,4580,85,0
1963,7,9,45,5050,86,0
1963,7,10,41,4300,88,0
1963,7,11,42,3890,90,0
1963,7,12,41,3650,77,0.05
1963,7,13,40,3740,88,0.02
1963,7,14,42,3740,80,0
1963,7,15,35,3780,75,0
1963,7,16,35,3590,85,0.3
1963,7,17,35,3090,88,0
1963,7,18,33,2630,86,0.3
1963,7,19,34,2930,86,0.07
1963,7,20,33,3200,88,0
1963,7,21,35,3170,92,0
1963,7,22,34,3050,93,0
1963,7,23,32,2540,91,0
1963,7,24,33,2600,87,0
1963,7,25,34,3200,91,0
1963,7,26,34,3260,92,0
1963,7,27,32,3540,81,0.74
1963,7,28,32,3890,79,0
1963,7,29,35,5920,85,0
1963,7,30,33,6360,78,0.04
1963,7,31,34,6440,85,0
1963,8,1,40,6390,89,0.12
1963,8,2,40,6020,86,0.18
1963,8,3,38,6050,83,0
1963,8,4,38,5480,88,0
1963,8,5,38,5480,87,0
1963,8,6,35,4700,94,0
1963,8,7,38,5380,94,0
1963,8,8,45,4880,92,0.45
1963,8,9,52,4740,81,0
1963,8,10,52,4490,81,0
1963,8,11,50,4470,83,0
1963,8,12,55,4400,82,0.29
1963,8,13,55,6050,71,0
1963,8,14,52,6570,74,0
1963,8,15,55,6780,78,0
1963,8,16,52,6910,85,0.02
1963,8,17,50,7010,70,0
1963,8,18,50,6540,75,0
1963,8,19,54,6620,77,0
1963,8,20,52,6280,90,0
1963,8,21,50,5530,85,0
1963,8,22,52,5780,85,0.11
1963,8,23,47,5480,70,0.26
1963,8,24,50,5480,66,0
1963,8,25,50,4700,74,0
1963,8,26,50,4700,76,0
1963,8,27,53,4720,73,0.12
1963,8,28,55,4400,82,0
1963,8,29,53,4420,77,0
1963,8,30,52,4510,69,0
1963,8,31,50,4280,77,0
1963,9,1,46,3700,82,0.08
1963,9,2,42,4190,74,1.24
1963,9,3,45,4030,76,0
1963,9,4,45,4900,69,0
1963,9,5,45,4980,73,0
1963,9,6,45,5170,74,0
1963,9,7,45,4580,78,0
1963,9,8,45,4810,85,0
1963,9,9,41,4440,79,0
1963,9,10,42,3920,82,0
1963,9,11,41,3610,85,0.57
1963,9,12,40,3630,66,0
1963,9,13,42,3740,62,0
1963,9,14,35,2690,72,0
1963,9,15,35,3170,77,0.04
1963,9,16,35,3340,80,0
1963,9,17,33,3450,83,0.36
1963,9,18,34,3520,81,0.22
1963,9,19,33,4170,63,0.24
1963,9,20,35,4260,69,0
1963,9,21,34,4010,64,0
1963,9,22,32,3650,60,0
1963,9,23,33,3870,60,0.06
1963,9,24,34,3870,70,0.61
1963,9,25,34,4700,78,0
1963,9,26,32,4350,78,0
1963,9,27,32,4100,76,0
1963,9,28,35,4140,57,0.05
1963,9,29,33,3810,62,0
1963,9,30,34,3390,74,0
1963,10,1,33,3640,82,0
1963,10,2,32,3030,76,0
1963,10,3,34,3380,69,0
1963,10,4,33,2940,78,0
1963,10,5,30,2820,86,0
1963,10,6,35,3090,82,0
1963,10,7,35,3110,69,0
1963,10,8,35,2570,70,0
1963,10,9,33,2780,77,0
1963,10,10,34,2820,71,0.02
1963,10,11,34,2680,70,0
1963,10,12,36,2450,70,0
1963,10,13,36,2190,77,0
1963,10,14,35,2660,80,0
1963,10,15,34,2530,79,0
1963,10,16,34,2620,77,0
1963,10,17,35,2450,65,0
1963,10,18,36,2310,63,0
1963,10,19,35,2490,74,0
1963,10,20,38,2490,68,0.1
1963,10,21,38,2680,66,0.28
1963,10,22,38,2780,73,0
1963,10,23,38,3030,81,0
1963,10,24,37,3270,70,0.41
1963,10,25,38,3310,68,0
1963,10,26,37,3310,64,0
1963,10,27,36,3400,59,0
1963,10,28,36,3070,53,0
1963,10,29,37,3350,53,0
1963,10,30,37,3310,57,0
1963,10,31,35,3070,51,0
1963,11,1,34,2820,46,0
1963,11,2,31,2960,49,0
1963,11,3,30,2960,59,0
1963,11,4,30,2820,58,0
1963,11,5,30,2820,52,0
1963,11,6,30,2420,60,0
1963,11,7,30,2400,61,0
1963,11,8,27,2680,57,0
1963,11,9,27,2840,59,0
1963,11,10,27,2620,52,0
1963,11,11,26,2380,44,0
1963,11,12,28,2530,37,0
1963,11,13,27,2780,37,0
1963,11,14,27,3070,39,0
1963,11,15,27,2530,56,0
1963,11,16,28,2600,53,0
1963,11,17,27,2380,51,0
1963,11,18,27,2620,57,0
1963,11,19,27,2900,56,0
1963,11,20,26,2800,46,0.05
1963,11,21,27,2850,53,0.21
1963,11,22,27,2650,57,0.25
1963,11,23,27,2920,28,0
1963,11,24,27,3050,33,0
1963,11,25,28,2860,42,0
1963,11,26,28,2940,45,0
1963,11,27,28,2780,49,0
1963,11,28,27,3490,48,0
1963,11,29,27,4260,37,0.01
1963,11,30,28,3550,31,0
1963,12,1,27,2740,25,0
1963,12,2,28,2220,31,0.06
1963,12,3,28,2150,25,0
1963,12,4,28,2530,32,0
1963,12,5,28,2530,37,0
1963,12,6,28,2570,43,0
1963,12,7,29,3130,43,0
1963,12,8,28,3680,33,0.44
1963,12,9,27,2800,18,0
1963,12,10,26,2400,19,0.02
1963,12,11,27,2360,19,0.02
1963,12,12,27,2300,14,0.01
1963,12,13,27,1870,11,0
1963,12,14,27,1750,10,0
1963,12,15,24,2200,0,0
1963,12,16,24,2320,0,0
1963,12,17,25,2550,9,0.04
1963,12,18,25,2450,-2,0
1963,12,19,25,2700,-2,0
1963,12,20,27,2700,-6,0
1963,12,21,27,2300,-2,0
1963,12,22,27,2550,4,0
1963,12,23,30,2340,23,0
1963,12,24,28,2380,40,0
1963,12,25,27,2480,35,0
1963,12,26,28,2560,27,0
1963,12,27,26,2480,17,0.01
1963,12,28,26,2510,12,0
1963,12,29,26,2700,0,0
1963,12,30,27,2600,10,0
1963,12,31,27,2300,27,0
1964,1,1,26,2360,41,0
1964,1,2,26,2460,39,0
1964,1,3,25,2500,37,0
1964,1,4,26,2700,38,0
1964,1,5,24,2650,28,0.05
1964,1,6,26,2750,30,0
1964,1,7,26,2650,31,0
1964,1,8,36,2780,33,0.13
1964,1,9,23,2620,19,0
1964,1,10,23,2600,6,0
1964,1,11,22,2590,13,0.01
1964,1,12,23,2680,15,0
1964,1,13,23,2500,15,0
1964,1,14,22,3000,21,0
1964,1,15,23,2710,30,0
1964,1,16,22,2620,31,0
1964,1,17,22,2500,42,0
1964,1,18,22,2490,36,0
1964,1,19,21,2430,32,0
1964,1,20,20,2530,42,0
1964,1,21,20,2490,41,0
1964,1,22,19,2790,39,0
1964,1,23,19,2910,31,0
1964,1,24,19,2940,31,0.26
1964,1,25,20,2750,18,0.02
1964,1,26,21,2460,15,0
1964,1,27,20,2500,17,0
1964,1,28,21,2470,22,0
1964,1,29,20,2580,28,0
1964,1,30,20,2520,41,0
1964,1,31,20,2710,41,0
1964,2,1,20,2560,36,0
1964,2,2,20,2580,29,0
1964,2,3,19,2420,34,0
1964,2,4,19,2660,48,0
1964,2,5,20,2500,43,0
1964,2,6,19,2620,36,0
1964,2,7,18,2700,22,0.02
1964,2,8,19,2840,21,0
1964,2,9,19,2690,26,0
1964,2,10,19,2760,32,0
1964,2,11,20,2710,39,0
1964,2,12,20,2680,40,0.02
1964,2,13,19,2660,31,0
1964,2,14,19,2640,40,0
1964,2,15,20,2700,29,0
1964,2,16,20,2810,40,0
1964,2,17,19,2740,45,0
1964,2,18,19,2510,39,0
1964,2,19,20,2540,32,0
1964,2,20,19,2540,23,0
1964,2,21,20,2440,25,0
1964,2,22,21,2560,36,0.02
1964,2,23,19,2560,12,0
1964,2,24,19,2520,44,0
1964,2,25,19,2550,27,0
1964,2,26,19,2520,18,0
1964,2,27,19,2500,37,0
1964,2,28,19,2620,45,0
1964,2,29,22,2560,54,0
1964,3,1,21,2460,52,0
1964,3,2,19,2520,51,0
1964,3,3,18,2550,30,0.57
1964,3,4,19,2470,34,0.21
1964,3,5,18,2500,23,0
1964,3,6,18,2560,36,0
1964,3,7,18,2510,22,0
1964,3,8,18,2540,30,0
1964,3,9,19,2700,33,0
1964,3,10,1964,2800,34,0
1964,3,11,19,2760,39,0.01
1964,3,12,21,3100,45,0
1964,3,13,1964,4430,52,0
1964,3,14,20,3510,44,0
1964,3,15,20,3050,48,0
1964,3,16,22,3860,42,0.05
1964,3,17,24,3900,19,0
1964,3,18,23,4100,32,0
1964,3,19,23,3710,36,0.18
1964,3,20,24,3570,32,0.26
1964,3,21,24,4060,30,0
1964,3,22,23,3840,36,0
1964,3,23,25,4010,44,0.02
1964,3,24,1964,3490,28,0
1964,3,25,24,3290,20,0
1964,3,26,25,3680,25,0
1964,3,27,25,3420,31,0
1964,3,28,25,3090,26,0
1964,3,29,20,3330,26,0.05
1964,3,30,25,2900,39,0
1964,3,31,23,3660,38,0
1964,4,1,24,3490,52,0
1964,4,2,23,3090,49,0
1964,4,3,23,3550,43,0
1964,4,4,24,4120,44,0
1964,4,5,26,5250,38,0.36
1964,4,6,27,6020,39,0.09
1964,4,7,1964,6590,35,0.03
1964,4,8,28,7000,44,0
1964,4,9,36,6910,58,0
1964,4,10,40,6970,63,0
1964,4,11,40,7810,71,0
1964,4,12,36,8860,63,0.26
1964,4,13,44,10500,54,0.86
1964,4,14,50,11400,51,0.05
1964,4,15,54,14200,68,0
1964,4,16,55,14500,88,0
1964,4,17,55,16600,73,0
1964,4,18,58,17100,55,0
1964,4,19,64,16700,54,0
1964,4,20,65,16400,59,0.64
1964,4,21,1964,15900,59,0.31
1964,4,22,65,16200,58,0
1964,4,23,68,15700,62,0
1964,4,24,58,16900,64,0
1964,4,25,55,16300,69,0
1964,4,26,50,16400,72,0
1964,4,27,50,16100,73,0.04
1964,4,28,62,15200,65,0.03
1964,4,29,58,14300,47,0.04
1964,4,30,58,13000,58,0.27
1964,5,1,62,13200,57,0
1964,5,2,65,13100,65,0
1964,5,3,60,12300,80,0.02
1964,5,4,60,12400,80,0
1964,5,5,62,13000,79,0.32
1964,5,6,58,14800,71,0.21
1964,5,7,56,15700,76,0
1964,5,8,60,18100,67,0.48
1964,5,9,62,20200,58,0
1964,5,10,72,20700,73,0
1964,5,11,80,21500,77,0.1
1964,5,12,1964,23200,58,0.63
1964,5,13,90,23700,67,0
1964,5,14,95,23700,75,0
1964,5,15,100,23100,73,0.33
1964,5,16,100,22300,76,0
1964,5,17,105,21200,66,0.05
1964,5,18,100,19800,86,0.03
1964,5,19,100,18800,74,0
1964,5,20,105,17200,74,0
1964,5,21,100,15900,92,0
1964,5,22,95,14800,93,0
1964,5,23,85,14100,85,1.03
1964,5,24,90,12900,75,0.01
1964,5,25,85,12400,79,0.23
1964,5,26,85,11400,72,0
1964,5,27,85,10600,67,0
1964,5,28,65,9580,66,0
1964,5,29,80,8420,69,0
1964,5,30,80,7620,67,0
1964,5,31,75,6910,66,0
1964,6,1,70,6370,64,0
1964,6,2,65,5540,69,0
1964,6,3,65,5320,73,0
1964,6,4,70,5000,75,0
1964,6,5,65,4810,84,0
1964,6,6,70,4680,79,0.02
1964,6,7,60,4980,83,0.01
1964,6,8,55,4480,91,0.05
1964,6,9,65,3350,75,0.01
1964,6,10,65,3640,75,0
1964,6,11,60,3640,63,0.23
1964,6,12,55,3900,87,0
1964,6,13,55,3880,82,0
1964,6,14,50,3950,78,0.22
1964,6,15,50,4280,74,0
1964,6,16,55,4370,65,0.01
1964,6,17,55,3830,78,0.13
1964,6,18,50,4240,87,0.24
1964,6,19,50,4060,82,0
1964,6,20,55,4150,82,0.07
1964,6,21,50,4970,77,0
1964,6,22,50,5370,77,0.54
1964,6,23,46,6540,75,0.51
1964,6,24,55,7060,81,0
1964,6,25,50,7810,94,0
1964,6,26,46,8640,93,0
1964,6,27,44,9220,90,0
1964,6,28,42,9480,92,0
1964,6,29,45,9190,94,0
1964,6,30,55,8260,90,0.14
1964,7,1,55,8220,83,0
1964,7,2,70,7750,91,0
1964,7,3,70,7070,83,0
1964,7,4,70,6930,80,0
1964,7,5,80,6760,86,0
1964,7,6,80,5770,88,0.06
1964,7,7,80,5910,93,0
1964,7,8,85,5790,88,0
1964,7,9,85,5680,83,0.32
1964,7,10,85,5320,82,0.1
1964,7,11,75,5490,81,0.78
1964,7,12,80,5570,77,0
1964,7,13,80,5000,84,0
1964,7,14,75,4970,86,0
1964,7,15,75,4770,92,0
1964,7,16,70,4680,94,0
1964,7,17,65,4390,94,0
1964,7,18,60,4260,96,0.01
1964,7,19,60,4680,97,0
1964,7,20,65,3680,87,0.33
1964,7,21,60,3200,92,0
1964,7,22,55,3460,90,0.11
1964,7,23,52,3320,97,0
1964,7,24,50,3320,87,0
1964,7,25,55,3420,89,0
1964,7,26,55,3250,88,0
1964,7,27,55,2820,94,0
1964,7,28,54,3160,92,0
1964,7,29,48,2840,81,0.03
1964,7,30,50,2740,70,0.28
1964,7,31,48,2900,88,0
1964,8,1,50,2840,98,0
1964,8,2,45,2840,96,0
1964,8,3,45,2920,96,0
1964,8,4,45,3640,95,0
1964,8,5,48,3310,97,0
1964,8,6,45,2960,85,0.05
1964,8,7,45,2640,78,0
1964,8,8,43,2400,77,0
1964,8,9,45,2260,65,0.25
1964,8,10,40,2330,89,0.1
1964,8,11,40,2260,65,0
1964,8,12,36,2420,61,0
1964,8,13,33,2400,69,0
1964,8,14,33,2360,77,0
1964,8,15,33,2570,75,0
1964,8,16,33,2160,85,0
1964,8,17,33,2190,86,0
1964,8,18,35,2090,83,0
1964,8,19,35,2220,85,0
1964,8,20,35,1820,81,0.36
1964,8,21,35,2040,80,0.73
1964,8,22,34,2510,67,0.69
1964,8,23,33,2490,70,0
1964,8,24,35,2780,62,0.1
1964,8,25,33,2760,68,0
1964,8,26,34,2940,76,0
1964,8,27,32,3160,85,1.01
1964,8,28,33,2980,78,0.08
1964,8,29,33,3160,82,2.05
1964,8,30,32,4190,68,0
1964,8,31,30,5510,74,0
1964,9,1,30,6290,81,0
1964,9,2,30,6930,90,0
1964,9,3,30,7370,81,0.2
1964,9,4,35,6870,70,0
1964,9,5,35,6420,75,0
1964,9,6,37,6050,78,0
1964,9,7,45,6020,76,2.16
1964,9,8,50,6120,76,0.33
1964,9,9,58,8420,83,0.57
1964,9,10,65,10400,79,0.26
1964,9,11,72,11000,56,0
1964,9,12,75,11000,62,0
1964,9,13,80,11300,73,0
1964,9,14,80,11400,63,0
1964,9,15,90,11300,60,0
1964,9,16,100,10800,74,0
1964,9,17,110,10300,79,0
1964,9,18,100,10300,65,0
1964,9,19,110,9350,70,0.28
1964,9,20,110,9650,59,0.73
1964,9,21,110,8280,63,0
1964,9,22,100,8830,70,0.41
1964,9,23,100,8500,53,0.27
1964,9,24,100,8000,59,0
1964,9,25,100,8160,66,0
1964,9,26,95,7620,67,0
1964,9,27,90,8010,52,0
1964,9,28,90,7490,63,0
1964,9,29,80,7940,63,0
1964,9,30,75,7430,65,0
1964,10,1,70,7490,76,0.19
1964,10,2,75,7650,66,0
1964,10,3,80,6800,69,0
1964,10,4,75,6200,52,0
1964,10,5,80,6120,51,0.07
1964,10,6,80,6670,47,0.07
1964,10,7,80,6190,66,0
1964,10,8,80,6550,47,0
1964,10,9,80,6490,47,0
1964,10,10,85,5750,52,0
1964,10,11,75,5220,44,0.21
1964,10,12,80,5450,56,0
1964,10,13,80,5420,67,0
1964,10,14,85,5390,72,0
1964,10,15,80,4700,74,0
1964,10,16,80,5090,77,0
1964,10,17,80,5200,61,0.01
1964,10,18,80,5040,53,0
1964,10,19,80,5190,42,0
1964,10,20,75,5490,60,0
1964,10,21,70,4920,52,0
1964,10,22,65,4960,43,0
1964,10,23,60,4680,50,0
1964,10,24,60,4620,67,0
1964,10,25,62,4840,74,0
1964,10,26,55,4400,68,0
1964,10,27,55,4710,66,0
1964,10,28,55,4580,54,0.02
1964,10,29,55,4200,46,0
1964,10,30,50,3930,67,0
1964,10,31,50,4160,66,0
1964,11,1,50,4060,60,0.2
1964,11,2,50,4670,69,0
1964,11,3,54,5070,60,0.06
1964,11,4,45,4960,58,0.01
1964,11,5,50,4300,44,0
1964,11,6,50,4200,57,0
1964,11,7,45,4320,58,0
1964,11,8,45,4150,66,0
1964,11,9,40,4380,59,0
1964,11,10,40,4330,58,0.2
1964,11,11,38,4280,62,0
1964,11,12,38,4240,51,0.35
1964,11,13,40,4840,56,0
1964,11,14,38,4580,65,0
1964,11,15,40,4590,55,0.02
1964,11,16,38,4800,40,0
1964,11,17,38,5110,45,0
1964,11,18,38,4780,34,0
1964,11,19,38,4450,28,0.01
1964,11,20,36,4240,21,0
1964,11,21,36,3340,17,0
1964,11,22,35,3360,36,0
1964,11,23,35,3030,42,0
1964,11,24,35,3490,35,0
1964,11,25,31,3580,47,0.05
1964,11,26,32,3650,23,0
1964,11,27,35,2930,30,0.28
1964,11,28,35,3130,26,0
1964,11,29,40,2350,5,0
1964,11,30,38,2100,11,0.01
1964,12,1,36,2450,19,0.05
1964,12,2,36,2750,17,0
1964,12,3,37,3250,18,0
1964,12,4,38,3350,19,0
1964,12,5,36,3550,19,0
1964,12,6,37,3550,23,0.05
1964,12,7,42,3500,25,0.03
1964,12,8,40,3600,26,0
1964,12,9,38,3750,32,0
1964,12,10,37,3950,34,0.52
1964,12,11,36,4000,39,0.02
1964,12,12,35,3900,36,0
1964,12,13,40,3750,28,0
1964,12,14,36,3600,5,0
1964,12,15,37,3400,26,0
1964,12,16,36,3450,28,0
1964,12,17,36,3400,-2,0
1964,12,18,36,3250,16,0
1964,12,19,34,3300,19,0.08
1964,12,20,32,3350,15,0
1964,12,21,33,3300,25,0
1964,12,22,30,3250,20,0
1964,12,23,29,3200,30,0.04
1964,12,24,29,3400,26,0.02
1964,12,25,28,3500,13,0.12
1964,12,26,27,3450,4,0
1964,12,27,27,3350,18,0
1964,12,28,28,3200,30,0
1964,12,29,26,3400,32,0.1
1964,12,30,28,3550,30,0.04
1964,12,31,28,3450,37,0.01
1965,1,1,27,3400,36,0
1965,1,2,27,3500,34,0
1965,1,3,26,3400,26,0
1965,1,4,25,3300,37,0
1965,1,5,25,3300,26,0
1965,1,6,26,3400,34,0
1965,1,7,27,3500,38,0
1965,1,8,27,3400,35,0
1965,1,9,28,3400,-1,0
1965,1,10,26,3350,7,0.05
1965,1,11,27,3300,16,0.02
1965,1,12,27,3300,5,0.09
1965,1,13,27,3350,-5,0
1965,1,14,26,3400,1,0
1965,1,15,26,3250,10,0
1965,1,16,26,3350,15,0
1965,1,17,27,3250,32,0
1965,1,18,26,3250,15,0
1965,1,19,27,3250,31,0
1965,1,20,27,3350,18,0
1965,1,21,27,3300,41,0
1965,1,22,25,3500,30,0
1965,1,23,27,3400,20,0.05
1965,1,24,26,3350,22,0
1965,1,25,26,3350,28,0.04
1965,1,26,26,3200,25,0
1965,1,27,27,3350,22,0.03
1965,1,28,27,3250,-8,0
1965,1,29,27,3250,-7,0
1965,1,30,26,3200,1,0
1965,1,31,27,3200,2,0.19
1965,2,1,27,3250,-1,0
1965,2,2,26,3300,1,0
1965,2,3,26,3350,1,0
1965,2,4,27,3200,15,0
1965,2,5,27,3100,41,0
1965,2,6,27,3200,39,0
1965,2,7,28,3100,39,0
1965,2,8,27,3050,28,0
1965,2,9,27,3050,32,0.92
1965,2,10,26,3100,32,0.13
1965,2,11,28,3200,12,0.28
1965,2,12,23,3150,18,0.18
1965,2,13,24,3000,12,0
1965,2,14,25,2950,25,0
1965,2,15,25,2900,23,0
1965,2,16,24,3050,21,0
1965,2,17,20,3150,36,0
1965,2,18,20,3050,29,0
1965,2,19,22,3050,26,0
1965,2,20,20,3000,43,0
1965,2,21,19,3100,7,0
1965,2,22,22,3100,3,0
1965,2,23,22,3100,11,0
1965,2,24,22,3200,15,0
1965,2,25,19,3100,16,0
1965,2,26,22,3000,23,0
1965,2,27,20,3150,43,0
1965,2,28,20,3150,40,0.08
1965,3,1,24,3250,36,1.62
1965,3,2,22,3150,26,0.39
1965,3,3,19,3250,36,0.26
1965,3,4,19,3250,34,0.03
1965,3,5,23,3150,38,0
1965,3,6,23,3250,35,0
1965,3,7,24,3050,34,0
1965,3,8,22,3000,34,0
1965,3,9,21,3050,25,0
1965,3,10,20,3050,26,0
1965,3,11,22,3050,30,0.2
1965,3,12,23,2950,31,0
1965,3,13,20,3050,32,0.04
1965,3,14,20,3050,34,0
1965,3,15,21,3250,31,0.05
1965,3,16,21,3200,29,0
1965,3,17,22,3200,29,0.89
1965,3,18,22,3050,13,0.07
1965,3,19,22,3200,14,0
1965,3,20,21,3400,15,0
1965,3,21,23,3400,13,0.02
1965,3,22,20,3400,18,0
1965,3,23,21,3350,10,0
1965,3,24,21,3350,17,0
1965,3,25,19,3200,21,0
1965,3,26,22,3250,23,0
1965,3,27,23,3100,24,0.45
1965,3,28,23,3150,28,0.41
1965,3,29,22,3100,31,0
1965,3,30,22,3550,33,0
1965,3,31,22,4000,36,0.32
1965,4,1,20,3820,36,0.03
1965,4,2,23,3970,35,0
1965,4,3,20,4000,37,0.39
1965,4,4,22,4500,40,0.01
1965,4,5,25,4300,40,0
1965,4,6,27,4350,38,0.16
1965,4,7,25,5080,42,0
1965,4,8,32,6020,44,0.19
1965,4,9,30,7590,50,0
1965,4,10,36,10300,49,0.5
1965,4,11,40,15900,48,0.05
1965,4,12,56,38200,48,0.01
1965,4,13,48,51000,54,0
1965,4,14,55,68600,49,0.34
1965,4,15,58,79800,46,0
1965,4,16,60,89200,41,0.12
1965,4,17,65,90300,45,0.07
1965,4,18,65,86400,49,0.1
1965,4,19,65,81600,58,0
1965,4,20,65,76100,57,0.02
1965,4,21,65,70500,60,0
1965,4,22,70,64900,68,0.74
1965,4,23,65,59200,55,0
1965,4,24,70,54300,44,0
1965,4,25,70,51000,39,0.78
1965,4,26,70,48100,60,0
1965,4,27,75,44900,50,0.01
1965,4,28,80,42400,59,0
1965,4,29,80,40400,76,0
1965,4,30,85,38300,72,0
1965,5,1,80,35800,74,0
1965,5,2,80,33600,85,0
1965,5,3,80,31700,69,0.08
1965,5,4,80,30200,62,0
1965,5,5,85,29600,73,0.08
1965,5,6,80,27700,78,0.75
1965,5,7,80,27200,77,0.37
1965,5,8,80,27200,71,0.95
1965,5,9,80,28500,74,0.19
1965,5,10,85,28700,53,0
1965,5,11,80,28400,74,0
1965,5,12,80,28000,74,0
1965,5,13,90,28000,79,0
1965,5,14,95,26600,69,0.47
1965,5,15,80,26300,67,1.64
1965,5,16,90,25600,56,0.09
1965,5,17,85,24200,73,0.12
1965,5,18,80,24500,63,0
1965,5,19,80,23800,68,0
1965,5,20,80,23000,70,0.03
1965,5,21,80,23500,76,0.06
1965,5,22,80,23900,62,0
1965,5,23,85,23500,63,0.15
1965,5,24,80,24300,82,0.34
1965,5,25,80,26000,78,0.04
1965,5,26,80,27900,65,0.08
1965,5,27,80,28600,44,0.03
1965,5,28,80,28700,51,0
1965,5,29,85,28700,63,0
1965,5,30,90,28700,69,0
1965,5,31,90,29100,74,2.39
1965,6,1,100,29700,79,1.28
1965,6,2,80,27300,67,0.06
1965,6,3,80,27000,72,0
1965,6,4,90,27900,75,0.01
1965,6,5,90,29200,70,0.47
1965,6,6,95,30900,68,0.07
1965,6,7,85,33100,79,0.04
1965,6,8,80,34900,70,0
1965,6,9,80,36200,80,0
1965,6,10,100,38000,76,0
1965,6,11,110,39600,81,0
1965,6,12,110,40300,82,0
1965,6,13,110,39600,73,0
1965,6,14,110,37700,74,0
1965,6,15,110,35500,74,0
1965,6,16,110,32700,73,0
1965,6,17,110,30100,75,0
1965,6,18,110,27400,80,0
1965,6,19,110,25400,86,0.7
1965,6,20,110,24000,75,0
1965,6,21,105,22400,82,0
1965,6,22,100,21400,80,1.17
1965,6,23,110,20900,74,0
1965,6,24,110,19700,76,0
1965,6,25,90,17100,76,0
1965,6,26,85,16200,73,0.04
1965,6,27,80,15500,88,0.17
1965,6,28,95,15500,82,0
1965,6,29,90,14400,76,0
1965,6,30,85,13500,74,0
1965,7,1,85,12900,84,0.06
1965,7,2,85,13500,77,0
1965,7,3,80,12300,83,0
1965,7,4,80,11400,88,0.02
1965,7,5,85,10500,74,0
1965,7,6,75,9600,69,1.51
1965,7,7,85,9920,85,0
1965,7,8,75,9810,75,1.47
1965,7,9,75,10500,76,0
1965,7,10,70,10000,74,0
1965,7,11,70,9180,79,0
1965,7,12,65,9030,80,0.69
1965,7,13,65,9330,83,0.02
1965,7,14,75,8860,76,0
1965,7,15,65,8830,84,0
1965,7,16,65,8790,85,0.15
1965,7,17,65,8680,81,0
1965,7,18,65,8730,84,0
1965,7,19,75,8600,76,0
1965,7,20,65,7840,78,0
1965,7,21,55,7940,79,0
1965,7,22,55,7800,92,0
1965,7,23,55,7900,95,0.05
1965,7,24,50,7780,81,0
1965,7,25,55,7340,84,0
1965,7,26,55,6790,80,0
1965,7,27,55,6650,79,0
1965,7,28,55,6330,81,0
1965,7,29,55,5810,81,0
1965,7,30,35,5730,85,0.7
1965,7,31,53,5470,76,0.02
1965,8,1,45,5740,79,0
1965,8,2,40,5960,79,0.75
1965,8,3,40,5930,81,0
1965,8,4,40,5910,82,0
1965,8,5,45,5860,90,0.06
1965,8,6,40,5850,79,0.47
1965,8,7,45,6600,69,0.01
1965,8,8,40,7010,74,0
1965,8,9,45,6500,86,0
1965,8,10,40,6800,82,0
1965,8,11,40,6500,89,0
1965,8,12,45,6630,94,0
1965,8,13,35,6210,95,0
1965,8,14,35,6170,93,0
1965,8,15,38,5820,84,0
1965,8,16,35,5460,78,0.08
1965,8,17,35,5600,88,0
1965,8,18,40,5460,81,0
1965,8,19,40,5380,78,0
1965,8,20,40,5220,77,0
1965,8,21,43,4950,74,1.59
1965,8,22,42,4940,75,0
1965,8,23,45,4770,76,0
1965,8,24,40,4710,77,0.22
1965,8,25,40,4860,81,0.22
1965,8,26,45,4680,80,0
1965,8,27,35,5640,69,0.01
1965,8,28,40,5710,62,0
1965,8,29,38,5450,61,0.4
1965,8,30,35,5280,60,0.23
1965,8,31,40,5430,70,0
1965,9,1,35,5430,67,0
1965,9,2,35,5090,82,0
1965,9,3,35,5580,78,0
1965,9,4,30,5230,73,0.03
1965,9,5,30,4850,60,0
1965,9,6,28,4930,57,0
1965,9,7,35,5210,62,0
1965,9,8,35,5040,64,0
1965,9,9,35,5520,84,0
1965,9,10,30,5260,62,0
1965,9,11,32,4830,69,0
1965,9,12,30,4920,62,0.44
1965,9,13,26,4970,62,0.01
1965,9,14,27,5980,65,0.56
1965,9,15,27,6380,54,0
1965,9,16,27,7340,52,0.82
1965,9,17,26,6940,56,0.17
1965,9,18,27,8290,56,0.54
1965,9,19,35,8830,51,0.61
