year,month,day,color,discharge,T,precip
1944,1,1,31,5440,41,0
1944,1,2,30,5340,41,0
1944,1,3,28,5240,41,0
1944,1,4,27,5610,32,0
1944,1,5,25,5370,24,0.01
1944,1,6,24,5350,19,0
1944,1,7,30,5720,8,0
1944,1,8,31,5390,18,0
1944,1,9,32,5270,32,0
1944,1,10,32,5380,24,0
1944,1,11,33,5280,13,0
1944,1,12,31,4930,13,0
1944,1,13,33,5120,35,0
1944,1,14,31,5230,49,0
1944,1,15,34,5320,35,0
1944,1,16,34,5170,37,0
1944,1,17,32,4970,40,0
1944,1,18,34,4960,43,0
1944,1,19,33,4670,36,0
1944,1,20,35,4820,48,0
1944,1,21,30,4870,41,0
1944,1,22,34,4970,40,0
1944,1,23,33,5130,43,0
1944,1,24,30,4700,42,0
1944,1,25,30,4770,58,0
1944,1,26,29,5070,42,0
1944,1,27,30,5580,38,0.22
1944,1,28,28,5720,37,0.01
1944,1,29,28,5580,38,0
1944,1,30,27,5990,34,0
1944,1,31,28,5790,30,0
1944,2,1,29,5950,32,0
1944,2,2,28,6060,45,0
1944,2,3,28,5800,38,0
1944,2,4,29,6110,45,0
1944,2,5,28,5970,34,0.21
1944,2,6,28,6000,29,0.05
1944,2,7,30,5680,25,0
1944,2,8,30,5470,32,0
1944,2,9,32,5370,17,0
1944,2,10,30,5680,12,0.05
1944,2,11,30,5160,3,0
1944,2,12,28,5160,10,0
1944,2,13,27,5380,29,0
1944,2,14,30,5270,27,0.03
1944,2,15,28,5630,15,0
1944,2,16,28,4860,28,0
1944,2,17,27,4860,20,0
1944,2,18,25,4910,19,0
1944,2,19,26,4980,33,0
1944,2,20,25,4780,37,0
1944,2,21,25,4820,44,0
1944,2,22,25,4880,35,0.02
1944,2,23,22,4860,35,0
1944,2,24,22,4750,44,0
1944,2,25,22,4750,45,0.63
1944,2,26,25,5650,35,0.11
1944,2,27,30,5950,34,0
1944,2,28,31,5960,30,0
1944,2,29,33,5830,33,0
1944,3,1,33,6090,34,0
1944,3,2,48,6200,37,0
1944,3,3,46,6110,35,0
1944,3,4,45,6130,31,0
1944,3,5,40,5810,37,0.15
1944,3,6,40,5900,29,0.17
1944,3,7,40,5300,17,0
1944,3,8,40,4560,17,0
1944,3,9,40,4970,20,0
1944,3,10,38,5170,42,0
1944,3,11,36,5120,42,0.19
1944,3,12,30,4800,21,0
1944,3,13,28,4770,26,0.02
1944,3,14,30,4930,33,0.06
1944,3,15,26,4870,35,0.08
1944,3,16,23,4860,31,0.1
1944,3,17,23,4860,29,0
1944,3,18,23,4830,20,0
1944,3,19,22,4900,33,0
1944,3,20,24,4540,38,0
1944,3,21,20,4200,45,0
1944,3,22,24,4180,34,0.02
1944,3,23,25,4480,48,0
1944,3,24,22,4670,42,0
1944,3,25,25,5050,28,0
1944,3,26,25,5550,33,0.1
1944,3,27,31,5550,39,0.12
1944,3,28,33,5670,33,0.02
1944,3,29,34,5670,29,0.09
1944,3,30,32,5550,31,0
1944,3,31,34,5670,34,0.08
1944,4,1,37,5550,31,0
1944,4,2,38,5550,32,0
1944,4,3,35,5430,34,0
1944,4,4,37,5200,37,0
1944,4,5,36,5550,48,0
1944,4,6,34,5790,63,0
1944,4,7,35,6650,67,0
1944,4,8,36,8270,60,0.04
1944,4,9,37,12300,49,0
1944,4,10,40,13300,51,0
1944,4,11,40,14300,51,0
1944,4,12,50,15000,59,0
1944,4,13,55,15300,62,0.24
1944,4,14,55,14600,43,0.5
1944,4,15,55,15000,38,0.01
1944,4,16,65,14600,50,0
1944,4,17,55,12600,56,0
1944,4,18,60,12900,62,0
1944,4,19,55,12000,58,0
1944,4,20,55,11600,49,0.18
1944,4,21,55,11600,50,0
1944,4,22,44,12000,47,0.06
1944,4,23,46,11000,46,0.31
1944,4,24,45,11300,41,0.22
1944,4,25,44,11600,46,0.01
1944,4,26,45,12600,57,0
1944,4,27,44,13600,69,0
1944,4,28,50,12900,68,0
1944,4,29,50,12600,70,0
1944,4,30,50,12600,62,0.67
1944,5,1,50,12900,70,0
1944,5,2,46,12300,61,1.49
1944,5,3,50,13900,59,1.64
1944,5,4,50,18500,36,0
1944,5,5,65,21500,39,0
1944,5,6,65,22600,46,0
1944,5,7,65,23700,63,0
1944,5,8,75,26100,61,0
1944,5,9,85,27300,64,0
1944,5,10,80,28100,66,1.24
1944,5,11,85,26900,79,0.12
1944,5,12,80,26100,74,0.15
1944,5,13,80,25700,75,0
1944,5,14,85,25300,86,0
1944,5,15,85,24100,85,0
1944,5,16,85,24500,87,0
1944,5,17,85,24100,73,0.14
1944,5,18,85,24900,64,0.45
1944,5,19,90,25300,62,0.01
1944,5,20,90,25700,74,0
1944,5,21,90,25700,72,0.25
1944,5,22,95,24500,81,0
1944,5,23,95,24100,84,0
1944,5,24,100,22600,82,0.01
1944,5,25,100,22200,83,0
1944,5,26,95,20700,78,0
1944,5,27,95,21100,82,0
1944,5,28,95,19600,86,0
1944,5,29,100,18500,89,0
1944,5,30,100,17100,88,0.6
1944,5,31,90,16700,88,0.05
1944,6,1,90,17100,88,2.16
1944,6,2,80,15600,87,0
1944,6,3,85,15600,86,0.31
1944,6,4,90,17400,82,0.82
1944,6,5,90,23000,67,0
1944,6,6,100,30500,65,0.01
1944,6,7,100,30900,72,0
1944,6,8,110,30100,70,0.23
1944,6,9,110,30900,70,0.07
1944,6,10,120,30900,72,0
1944,6,11,150,30900,67,0.14
1944,6,12,140,30100,81,0.27
1944,6,13,150,31700,74,1.65
1944,6,14,150,33800,88,0
1944,6,15,140,36800,85,0.05
1944,6,16,135,37200,82,0.03
1944,6,17,140,37200,85,0.48
1944,6,18,130,38500,72,0
1944,6,19,140,38500,71,0
1944,6,20,135,38500,77,0
1944,6,21,140,37200,88,0
1944,6,22,140,34700,85,0.44
1944,6,23,140,32600,75,0
1944,6,24,140,30900,86,0
1944,6,25,140,29300,96,0
1944,6,26,140,27300,95,0.01
1944,6,27,130,26900,91,0.02
1944,6,28,135,26100,74,0
1944,6,29,140,24500,75,0
1944,6,30,140,23700,83,0
1944,7,1,135,22200,82,2
1944,7,2,130,24900,82,0.63
1944,7,3,130,23700,84,0
1944,7,4,140,24900,89,0
1944,7,5,150,26100,86,0.01
1944,7,6,140,26500,80,0.33
1944,7,7,130,26900,86,0
1944,7,8,130,26500,76,0
1944,7,9,140,26500,79,0
1944,7,10,140,25700,79,0.04
1944,7,11,130,25300,74,0.08
1944,7,12,130,24900,77,0
1944,7,13,140,23700,85,0
1944,7,14,140,23400,77,0.55
1944,7,15,135,23000,79,0
1944,7,16,130,22600,85,0
1944,7,17,125,22200,78,0.37
1944,7,18,130,21500,82,0
1944,7,19,130,20000,72,0
1944,7,20,135,19200,72,0
1944,7,21,130,18500,82,0
1944,7,22,120,17800,85,0.25
1944,7,23,120,17400,81,0
1944,7,24,120,16000,86,0
1944,7,25,120,16400,85,0
1944,7,26,120,12600,82,0.13
1944,7,27,115,12600,79,0
1944,7,28,130,12600,72,0
1944,7,29,115,11600,78,0
1944,7,30,110,11000,85,0
1944,7,31,100,10700,85,0
1944,8,1,100,11300,93,0
1944,8,2,120,10400,92,0
1944,8,3,110,10400,94,0.09
1944,8,4,110,8850,84,0.19
1944,8,5,110,10100,82,0
1944,8,6,110,10400,85,0
1944,8,7,110,10100,86,0
1944,8,8,100,10700,90,0
1944,8,9,100,12900,94,0
1944,8,10,100,15600,94,0
1944,8,11,100,15600,83,0
1944,8,12,100,17800,89,0
1944,8,13,100,18100,90,0
1944,8,14,100,18100,88,0
1944,8,15,110,17800,79,0.23
1944,8,16,130,16700,76,0.02
1944,8,17,120,16000,75,0
1944,8,18,130,15300,81,0
1944,8,19,140,15000,85,0.01
1944,8,20,130,15000,81,0
1944,8,21,130,15000,84,0
1944,8,22,120,13600,78,0.1
1944,8,23,110,13600,73,0.2
1944,8,24,110,12600,79,0
1944,8,25,110,12000,80,0
1944,8,26,100,11300,68,0
1944,8,27,100,10700,63,0.74
1944,8,28,95,10400,75,0
1944,8,29,85,8850,79,0
1944,8,30,85,8560,69,1.98
1944,8,31,75,8270,56,0.09
1944,9,1,75,7990,69,0.01
1944,9,2,70,8560,82,0
1944,9,3,65,8850,80,0
1944,9,4,65,8850,76,0
1944,9,5,65,7990,75,0
1944,9,6,65,8270,66,0
1944,9,7,65,8270,71,0
1944,9,8,65,7710,76,0
1944,9,9,60,7440,78,0.19
1944,9,10,55,7440,69,0.01
1944,9,11,55,7710,73,0.02
1944,9,12,55,7170,67,0
1944,9,13,50,7990,61,0
1944,9,14,50,7710,60,0
1944,9,15,50,8270,76,0
1944,9,16,50,8560,76,0.05
1944,9,17,50,7990,88,0
1944,9,18,50,7990,83,0.01
1944,9,19,48,7710,69,0.68
1944,9,20,50,8560,70,0
1944,9,21,48,7990,64,0
1944,9,22,48,7990,61,0
1944,9,23,50,7990,60,0
1944,9,24,50,7710,66,0
1944,9,25,50,7990,78,0
1944,9,26,50,7440,80,0
1944,9,27,48,7440,61,0
1944,9,28,48,7990,64,0
1944,9,29,48,8560,67,0
1944,9,30,48,7990,64,0
1944,10,1,47,8270,55,0
1944,10,2,48,8560,44,0.06
1944,10,3,50,7500,59,0
1944,10,4,50,8000,63,0.01
1944,10,5,47,8000,65,0.18
1944,10,6,44,8500,65,0
1944,10,7,44,8000,59,0
1944,10,8,44,8000,51,0
1944,10,9,35,7500,49,0
1944,10,10,44,8000,56,0.01
1944,10,11,45,7500,54,0
1944,10,12,45,7500,72,0
1944,10,13,44,7500,73,0
1944,10,14,44,7000,57,0
1944,10,15,45,7000,63,0
1944,10,16,45,7000,71,0
1944,10,17,45,6500,74,0
1944,10,18,44,6500,64,0
1944,10,19,44,7000,59,0
1944,10,20,44,6500,62,0
1944,10,21,45,6500,52,0
1944,10,22,45,6500,62,0
1944,10,23,45,6500,63,0
1944,10,24,43,6000,70,0
1944,10,25,44,7000,56,0
1944,10,26,43,6500,61,0
1944,10,27,44,6500,69,0
1944,10,28,40,6500,64,0
1944,10,29,38,6500,69,0
1944,10,30,40,6500,74,0
1944,10,31,38,6000,76,0
1944,11,1,38,6000,75,0.01
1944,11,2,34,6000,64,0
1944,11,3,35,6000,38,0
1944,11,4,35,6000,42,0
1944,11,5,35,6500,38,0
1944,11,6,32,6000,45,0
1944,11,7,32,6000,59,0.13
1944,11,8,31,6000,53,0.06
1944,11,9,32,7000,47,0.02
1944,11,10,31,7000,42,0
1944,11,11,31,6500,52,0
1944,11,12,30,7000,59,0
1944,11,13,30,7000,62,0.12
1944,11,14,29,6500,54,0.74
1944,11,15,28,7500,46,0.67
1944,11,16,33,7500,39,0
1944,11,17,32,7500,34,0
1944,11,18,33,7500,37,0.01
1944,11,19,32,8000,46,0.03
1944,11,20,32,8140,40,0
1944,11,21,32,8080,34,0
1944,11,22,32,8270,34,0.03
1944,11,23,32,8270,35,0.02
1944,11,24,31,7990,38,0
1944,11,25,30,7710,37,0.11
1944,11,26,31,7990,34,0.09
1944,11,27,32,8270,26,0
1944,11,28,32,7990,26,0.06
1944,11,29,34,7710,23,0
1944,11,30,34,6000,21,0
1944,12,1,36,4400,21,0
1944,12,2,36,4200,30,0
1944,12,3,36,4860,35,0.03
1944,12,4,38,5910,35,0
1944,12,5,35,5670,33,0
1944,12,6,34,6910,35,0
1944,12,7,35,7440,37,0
1944,12,8,34,5670,29,0
1944,12,9,35,5670,29,0
1944,12,10,34,6400,25,0.01
1944,12,11,34,6400,24,0
1944,12,12,32,5500,30,0
1944,12,13,32,5500,22,0
1944,12,14,34,5000,36,0
1944,12,15,34,6150,34,0
1944,12,16,34,5000,37,0
1944,12,17,34,6000,32,0
1944,12,18,35,4400,20,0.03
1944,12,19,34,4600,29,0
1944,12,20,35,4400,28,0
1944,12,21,34,3600,7,0
1944,12,22,30,4200,19,0
1944,12,23,32,4000,19,0
1944,12,24,33,4600,24,0
1944,12,25,32,4800,15,0
1944,12,26,34,4400,19,0
1944,12,27,32,3600,23,0
1944,12,28,31,4200,21,0
1944,12,29,30,4800,30,0
1944,12,30,29,4800,33,0
1944,12,31,28,5500,27,0.02
1947,1,1,34,5000,15,0
1947,1,2,38,5000,10,0
1947,1,3,36,5400,2,0
1947,1,4,34,5400,21,0
1947,1,5,34,5400,23,0
1947,1,6,34,5200,33,0
1947,1,7,32,5200,35,0
1947,1,8,34,5300,35,0
1947,1,9,32,5700,29,0
1947,1,10,32,5800,40,0
1947,1,11,33,5400,37,0
1947,1,12,32,5800,23,0.12
1947,1,13,30,5600,39,0.06
1947,1,14,30,5800,38,0
1947,1,15,28,5900,13,0
1947,1,16,29,5900,28,0
1947,1,17,30,6000,42,0
1947,1,18,28,6000,45,0
1947,1,19,27,5800,47,0
1947,1,20,25,6100,35,0
1947,1,21,26,5700,6,0
1947,1,22,27,5700,30,0
1947,1,23,27,5800,47,0
1947,1,24,27,5900,45,0
1947,1,25,26,5800,44,0
1947,1,26,26,5800,49,0
1947,1,27,25,5800,40,0.04
1947,1,28,25,5500,25,0.08
1947,1,29,26,5700,25,0.04
1947,1,30,26,6300,22,0.37
1947,1,31,26,5900,25,0
1947,2,1,27,5700,16,0.06
1947,2,2,27,5800,26,0
1947,2,3,26,5500,30,0
1947,2,4,27,5200,6,0
1947,2,5,27,5000,8,0
1947,2,6,27,5500,14,0
1947,2,7,27,5500,10,0.06
1947,2,8,27,5000,12,0
1947,2,9,27,4600,17,0
1947,2,10,27,4400,25,0
1947,2,11,25,4200,37,0
1947,2,12,24,4400,37,0
1947,2,13,23,4600,46,0
1947,2,14,23,4800,36,0
1947,2,15,22,4800,34,0
1947,2,16,22,5000,32,0
1947,2,17,23,4600,36,0.01
1947,2,18,24,4600,10,0
1947,2,19,24,4800,23,0.02
1947,2,20,23,5000,19,0.02
1947,2,21,22,5000,18,0
1947,2,22,21,4600,19,0
1947,2,23,20,4600,19,0.02
1947,2,24,20,4800,25,0.01
1947,2,25,20,4400,26,0
1947,2,26,20,4200,22,0
1947,2,27,20,4200,20,0
1947,2,28,19,4200,25,0
1947,3,1,19,4200,25,0
1947,3,2,19,4200,26,0
1947,3,3,19,4200,27,0
1947,3,4,18,4400,29,0
1947,3,5,19,4600,34,0
1947,3,6,19,4600,37,0
1947,3,7,18,4400,37,0
1947,3,8,18,4600,36,0
1947,3,9,18,4600,38,0
1947,3,10,18,4400,39,0.01
1947,3,11,19,4400,38,0.07
1947,3,12,18,4800,38,0.03
1947,3,13,19,4800,35,0
1947,3,14,20,4800,23,0.05
1947,3,15,20,4600,28,0.05
1947,3,16,25,4600,31,0
1947,3,17,25,4600,35,0
1947,3,18,25,4800,42,0
1947,3,19,25,5000,39,0
1947,3,20,28,4600,35,0.17
1947,3,21,29,4800,36,0.02
1947,3,22,29,5000,58,0
1947,3,23,29,5500,56,0
1947,3,24,25,6000,42,0
1947,3,25,23,5500,26,0
1947,3,26,23,6500,34,0
1947,3,27,23,7500,41,0
1947,3,28,22,7500,41,0
1947,3,29,23,7500,36,0
1947,3,30,22,7500,34,0
1947,3,31,27,7500,41,0.07
1947,4,1,28,7500,39,0.32
1947,4,2,27,7500,54,0
1947,4,3,30,9000,44,0
1947,4,4,32,11200,43,0.24
1947,4,5,35,10300,45,0.25
1947,4,6,39,12100,36,0.13
1947,4,7,50,14400,44,0
1947,4,8,56,15500,38,0.02
1947,4,9,70,19000,42,0
1947,4,10,74,20400,44,0.3
1947,4,11,80,24200,39,0.11
1947,4,12,85,25000,44,0
1947,4,13,84,25400,54,0.02
1947,4,14,78,25800,45,0
1947,4,15,82,26600,45,0
1947,4,16,75,26600,49,0
1947,4,17,76,25800,44,0.08
1947,4,18,76,25000,45,0.06
1947,4,19,70,25000,50,0
1947,4,20,70,25800,58,0
1947,4,21,70,24600,50,0.11
1947,4,22,66,23800,46,0.22
1947,4,23,70,24200,46,0.19
1947,4,24,70,23800,52,0
1947,4,25,68,23000,53,0
1947,4,26,68,23400,70,0
1947,4,27,70,23400,55,0
1947,4,28,68,23800,75,0
1947,4,29,68,23400,69,0.11
1947,4,30,68,23400,81,0.28
1947,5,1,68,23400,53,1.07
1947,5,2,68,24200,65,0
1947,5,3,68,25000,74,0
1947,5,4,67,25800,57,0
1947,5,5,64,25800,56,0
1947,5,6,64,26200,51,0.46
1947,5,7,74,25400,51,0
1947,5,8,74,24200,50,0
1947,5,9,70,23400,62,0
1947,5,10,74,22600,67,0
1947,5,11,74,21500,77,0
1947,5,12,68,20400,71,0.15
1947,5,13,68,20000,58,0.04
1947,5,14,66,19700,64,0
1947,5,15,66,19300,72,0
1947,5,16,66,19700,74,0
1947,5,17,66,19700,68,0
1947,5,18,1947,19000,80,0.23
1947,5,19,64,18600,68,0
1947,5,20,55,18600,65,0.01
1947,5,21,62,18200,60,0
1947,5,22,62,17900,60,0.07
1947,5,23,64,17500,62,0
1947,5,24,64,17900,72,0
1947,5,25,62,14000,72,0.34
1947,5,26,64,15000,61,0
1947,5,27,62,14600,56,0.15
1947,5,28,60,14600,46,0
1947,5,29,62,14600,53,0
1947,5,30,60,12600,67,0
1947,5,31,54,12200,81,0.04
1947,6,1,54,12600,64,0
1947,6,2,50,11500,69,0
1947,6,3,46,11500,70,0
1947,6,4,45,10200,78,0.45
1947,6,5,46,9910,76,0
1947,6,6,46,11900,72,0
1947,6,7,46,10600,66,0.35
1947,6,8,55,11500,77,0
1947,6,9,46,12600,83,0.58
1947,6,10,50,14000,77,0.01
1947,6,11,50,16400,60,0
1947,6,12,56,17200,58,0.03
1947,6,13,56,19300,49,1.19
1947,6,14,62,20000,66,0
1947,6,15,70,21100,72,0
1947,6,16,80,21100,75,0
1947,6,17,90,21100,78,0
1947,6,18,95,20800,79,0
1947,6,19,90,19300,78,0
1947,6,20,110,17500,80,0
1947,6,21,90,16800,80,0.01
1947,6,22,94,15700,80,0.85
1947,6,23,95,15400,74,0.02
1947,6,24,92,15400,81,0
1947,6,25,92,16400,76,0
1947,6,26,88,16400,89,0.7
1947,6,27,84,15400,91,0
1947,6,28,75,14600,86,0.7
1947,6,29,70,14000,77,0
1947,6,30,66,13200,71,0.41
1947,7,1,64,11500,75,0
1947,7,2,66,11500,82,0
1947,7,3,66,11200,88,0
1947,7,4,65,9910,81,0.26
1947,7,5,64,10200,81,0
1947,7,6,64,9290,82,0
1947,7,7,58,8690,84,0
1947,7,8,58,7530,86,0
1947,7,9,60,7530,87,0
1947,7,10,56,7530,88,0
1947,7,11,56,6980,89,0
1947,7,12,55,6710,89,0.04
1947,7,13,50,6580,87,0.02
1947,7,14,40,6320,85,0.15
1947,7,15,50,6190,88,0
1947,7,16,46,6580,94,0
1947,7,17,44,6190,85,0.04
1947,7,18,42,5940,71,0
1947,7,19,40,5690,80,0.25
1947,7,20,42,5450,70,0.02
1947,7,21,40,5450,69,0
1947,7,22,40,4980,76,0
1947,7,23,38,5210,79,0.18
1947,7,24,38,5100,84,0
1947,7,25,34,4980,76,0
1947,7,26,33,4760,98,0
1947,7,27,32,5100,86,0
1947,7,28,32,4980,93,0
1947,7,29,32,5100,96,0
1947,7,30,33,4530,84,0
1947,7,31,31,4760,80,0
1947,8,1,30,4420,82,0
1947,8,2,30,4420,93,0
1947,8,3,32,3970,90,0.01
1947,8,4,32,4080,102,0
1947,8,5,32,3970,100,0
1947,8,6,32,4080,89,0
1947,8,7,31,4080,90,0
1947,8,8,30,3860,95,0
1947,8,9,30,3970,95,0
1947,8,10,29,3740,101,0
1947,8,11,28,3520,97,0
1947,8,12,26,3400,90,0
1947,8,13,26,3400,88,0
1947,8,14,26,3740,81,0
1947,8,15,27,4300,90,0
1947,8,16,28,3970,85,0.05
1947,8,17,28,4300,100,0.28
1947,8,18,27,4640,89,0.07
1947,8,19,27,4760,87,0.07
1947,8,20,27,4420,85,0.83
1947,8,21,28,4420,98,0
1947,8,22,29,4640,95,0
1947,8,23,29,4420,95,0
1947,8,24,29,4300,80,0.13
1947,8,25,30,4080,70,0
1947,8,26,30,4300,81,0
1947,8,27,27,4080,83,0
1947,8,28,27,4190,72,0.01
1947,8,29,26,4190,82,0.14
1947,8,30,28,3970,84,0
1947,8,31,28,4080,88,0.82
1947,9,1,28,4080,80,0
1947,9,2,26,4300,90,0
1947,9,3,26,3740,90,0
1947,9,4,24,4530,75,0.13
1947,9,5,25,4760,88,0
1947,9,6,26,4080,90,0.01
1947,9,7,25,3520,88,0.01
1947,9,8,25,3740,92,0
1947,9,9,25,3740,95,0
1947,9,10,24,3400,86,0.16
1947,9,11,25,4300,72,0.17
1947,9,12,25,4530,67,0.37
1947,9,13,25,4420,77,0.03
1947,9,14,25,3970,66,0.01
1947,9,15,25,4080,62,0.02
1947,9,16,25,4420,69,0.01
1947,9,17,25,5210,81,0
1947,9,18,25,4980,90,0
1947,9,19,25,4760,92,0
1947,9,20,24,4870,77,0
1947,9,21,25,4530,64,0.01
1947,9,22,26,4300,52,0
1947,9,23,24,4080,70,0
1947,9,24,24,4300,56,0.01
1947,9,25,23,4530,58,0
1947,9,26,23,4640,63,0
1947,9,27,23,4640,53,0.54
1947,9,28,23,4640,60,0
1947,9,29,23,4980,53,0
1947,9,30,23,4760,50,0
1947,10,1,24,4530,59,0
1947,10,2,25,4640,64,0
1947,10,3,25,4870,75,0
1947,10,4,26,4760,79,0
1947,10,5,26,4530,85,0
1947,10,6,25,4640,71,0
1947,10,7,25,4420,68,0
1947,10,8,25,4530,67,0
1947,10,9,25,4420,72,0
1947,10,10,26,4190,78,0
1947,10,11,26,4190,77,0
1947,10,12,25,4190,65,0.39
1947,10,13,26,4300,70,0
1947,10,14,26,4080,86,0
1947,10,15,26,4300,85,0
1947,10,16,25,4420,83,0
1947,10,17,25,4300,82,0
1947,10,18,26,4300,72,0
1947,10,19,27,4300,78,0
1947,10,20,25,4190,80,0
1947,10,21,26,4640,88,0
1947,10,22,25,4300,70,0
1947,10,23,24,4190,56,0.02
1947,10,24,23,4300,52,0.45
1947,10,25,24,4420,52,0.02
1947,10,26,24,4420,54,0.06
1947,10,27,23,4420,59,0.16
1947,10,28,23,4420,58,0
1947,10,29,23,4640,52,0
1947,10,30,22,4420,54,0
1947,10,31,21,4640,54,0
1947,11,1,22,4530,50,0
1947,11,2,22,4530,56,0
1947,11,3,22,4530,61,0
1947,11,4,22,4420,54,0.12
1947,11,5,22,4760,49,0.1
1947,11,6,22,4870,40,0.2
1947,11,7,22,5450,38,0.78
1947,11,8,22,5500,28,0
1947,11,9,22,4600,30,0
1947,11,10,21,3800,25,0
1947,11,11,22,3800,32,0.02
1947,11,12,22,4000,26,0
1947,11,13,22,3800,35,0
1947,11,14,22,3400,38,0.01
1947,11,15,22,3800,34,0.47
1947,11,16,21,3800,32,0.03
1947,11,17,21,3800,29,0
1947,11,18,21,3600,35,0.21
1947,11,19,20,4400,36,0.04
1947,11,20,21,4600,37,0.23
1947,11,21,23,5500,40,0.2
1947,11,22,23,6000,26,0.08
1947,11,23,23,4200,26,0.12
1947,11,24,22,3400,22,0.07
1947,11,25,22,3200,21,0
1947,11,26,22,3400,19,0.02
1947,11,27,22,4000,20,0.03
1947,11,28,22,3600,16,0.12
1947,11,29,23,3400,9,0
1947,11,30,23,3000,32,0
1947,12,1,23,3200,36,0
1947,12,2,24,3800,32,0.01
1947,12,3,22,4600,25,0
1947,12,4,22,4600,28,0.42
1947,12,5,24,4400,28,0.03
1947,12,6,25,4800,32,0.01
1947,12,7,26,5500,33,0.01
1947,12,8,33,5000,21,0.01
1947,12,9,30,3200,18,0.03
1947,12,10,29,3400,23,0.01
1947,12,11,28,4200,15,0.04
1947,12,12,30,3600,27,0
1947,12,13,26,4200,30,0
1947,12,14,26,4000,36,0
1947,12,15,26,4400,29,0.01
1947,12,16,27,4000,24,0.02
1947,12,17,27,4000,22,0
1947,12,18,27,4200,17,0
1947,12,19,27,4000,27,0
1947,12,20,27,4400,30,0
1947,12,21,28,4600,37,0
1947,12,22,28,4000,28,0
1947,12,23,26,3600,25,0
1947,12,24,23,3400,21,0
1947,12,25,23,3800,32,0
1947,12,26,23,3600,24,0
1947,12,27,23,3600,30,0
1947,12,28,23,4600,17,0
1947,12,29,23,4200,27,0
1947,12,30,23,3400,28,0
1947,12,31,22,3600,5,0
1948,1,1,22,3800,26,0
1948,1,2,23,3600,21,0
1948,1,3,23,3600,30,0
1948,1,4,23,4200,30,0
1948,1,5,23,4200,36,0
1948,1,6,23,3000,27,0
1948,1,7,23,3400,37,0
1948,1,8,20,3400,35,0
1948,1,9,20,4400,34,0
1948,1,10,21,4000,25,0
1948,1,11,21,3800,38,0
1948,1,12,20,3600,29,0.01
1948,1,13,20,3600,5,0
1948,1,14,20,3200,21,0.08
1948,1,15,21,2800,32,0.01
1948,1,16,21,2800,-7,0
1948,1,17,20,3400,2,0
1948,1,18,20,3400,20,0.02
1948,1,19,21,3000,25,0
1948,1,20,20,3200,33,0.01
1948,1,21,20,3200,8,0
1948,1,22,20,3200,-3,0
1948,1,23,20,3200,4,0
1948,1,24,19,3600,17,0
1948,1,25,20,3600,15,0.02
1948,1,26,20,3600,2,0
1948,1,27,20,3800,-5,0
1948,1,28,20,3600,25,0
1948,1,29,20,3600,23,0
1948,1,30,20,3400,23,0
1948,1,31,20,3400,24,0
1948,2,1,19,3600,30,0.02
1948,2,2,20,3400,14,0
1948,2,3,19,3400,7,0
1948,2,4,19,3400,10,0
1948,2,5,19,3400,15,0
1948,2,6,19,3400,11,0.07
1948,2,7,19,3400,13,0.04
1948,2,8,19,3600,-4,0
1948,2,9,18,3200,9,0
1948,2,10,17,3600,19,0.01
1948,2,11,18,3600,14,0
1948,2,12,17,3600,20,0
1948,2,13,17,3800,28,0
1948,2,14,17,4000,24,0
1948,2,15,18,4000,39,0
1948,2,16,18,3400,42,0
1948,2,17,18,3200,48,0
1948,2,18,17,3400,46,0
1948,2,19,18,3800,38,0
1948,2,20,18,3600,13,0
1948,2,21,18,3800,26,0
1948,2,22,18,4200,27,0
1948,2,23,17,3800,38,0
1948,2,24,18,3000,36,0.01
1948,2,25,18,3400,30,0
1948,2,26,17,3600,44,0
1948,2,27,18,3800,36,0.69
1948,2,28,18,4000,27,0.49
1948,2,29,18,4000,30,0.04
1948,3,1,18,3800,33,0
1948,3,2,18,3600,29,0
1948,3,3,18,3600,27,0
1948,3,4,18,3600,25,0
1948,3,5,18,3800,28,0
1948,3,6,18,3600,25,0.43
1948,3,7,19,3800,27,0.01
1948,3,8,18,3800,27,0
1948,3,9,19,3200,7,0
1948,3,10,19,3400,-3,0
1948,3,11,18,3400,7,0
1948,3,12,18,3600,26,0
1948,3,13,18,3600,36,0
1948,3,14,18,3800,42,0
1948,3,15,18,3800,42,0.1
1948,3,16,19,3800,39,0
1948,3,17,19,3800,36,0
1948,3,18,19,4000,44,0.05
1948,3,19,19,4200,45,0
1948,3,20,26,4600,63,0
1948,3,21,28,5500,39,0
1948,3,22,33,6500,52,0
1948,3,23,33,8000,57,0
1948,3,24,35,9500,59,0
1948,3,25,38,14000,70,0.01
1948,3,26,38,18000,57,0.53
1948,3,27,52,21900,35,0
1948,3,28,50,22800,49,0
1948,3,29,56,23800,38,0
1948,3,30,54,26600,47,0.14
1948,3,31,68,28100,40,0.16
1948,4,1,60,28600,40,0.03
1948,4,2,58,27100,40,0
1948,4,3,59,25200,60,0
1948,4,4,58,25200,67,0
1948,4,5,54,24700,60,0
1948,4,6,50,23800,62,0
1948,4,7,50,24200,58,0.11
1948,4,8,50,24200,39,0
1948,4,9,52,25700,52,0
1948,4,10,50,24700,63,0.19
1948,4,11,50,24700,48,0
1948,4,12,54,24700,52,0
1948,4,13,62,24200,61,0
1948,4,14,60,24700,63,0
1948,4,15,60,25200,73,0
1948,4,16,60,24700,55,0
1948,4,17,65,23800,64,0
1948,4,18,70,22800,78,0
1948,4,19,70,21900,64,0
